OBJECTID,StaType,StnType,ZipCode,State,City,Address,Station Name,lon,lat,Code
4,Station Building (with waiting room),TRAIN,21001,MD,Aberdeen,18 East Bel Air Avenue,"Aberdeen, MD",-76.16326,39.508447,ABE
5,Platform with Shelter,TRAIN,8201,NJ,Absecon,Shore Road and Ohio Avenue,"Albion, CA",-74.501475,39.424041,ABN
6,Station Building (with waiting room),TRAIN,87102,NM,Albuquerque,320 1st Street SW,Albuquerque,-106.647975,35.082061,ABQ
7,Platform with Shelter,TRAIN,94509,CA,Antioch,100 I Street,"Arcata, CA",-121.816024,38.0177,ACA
9,Station Building (with waiting room),TRAIN,63621,MO,Arcadia,13700 Highway 21,"Aiken, SC",-90.624403,37.592161,ACD
10,Station Building (with waiting room),TRAIN,8401,NJ,Atlantic City,1 Atlantic City Expressway,Atlantic City Rail Terminal,-74.439903,39.362689,ACY
11,Station Building (with waiting room),TRAIN,73401,OK,Ardmore,251 East Main Street,Ardmore,-97.12551,34.172465,ADM
14,Platform with Shelter,TRAIN,41101,KY,Ashland,99 15th Street,Ashland,-82.639603,38.480875,AKY
16,Station Building (with waiting room),TRAIN,12144,NY,Rensselaer,525 East Street,Albany-Rensselaer Station,-73.741147,42.641029,ALB
17,Platform only (no shelter),TRAIN,44601,OH,Alliance,820 East Main Street,"Alhambra, CA",-81.092904,40.921275,ALC
18,Platform with Shelter,TRAIN,24910,WV,Alderson,1 C&O Plaza on Railroad Avenue,"Albany, OR",-80.644856,37.724277,ALD
19,Station Building (with waiting room),TRAIN,49224,MI,Albion,300 North Eaton Street,"Alice, TX",-84.755814,42.247196,ALI
21,Station Building (with waiting room),TRAIN,62002,IL,Alton,1 Golf Road,Allentown,-90.157298,38.921007,ALN
22,Station Building (with waiting room),TRAIN,79830,TX,Alpine,102 West Holland Avenue,Alpine,-103.661513,30.357302,ALP
23,Station Building (with waiting room),TRAIN,16601,PA,Altoona,1231 11th Avenue,Altoona,-78.40162,40.514475,ALT
24,Station Building (with waiting room),TRAIN,22301,VA,Alexandria,110 Callahan Drive,"Alexandria, VA",-77.06233,38.806503,ALX
25,Station Building (with waiting room),TRAIN,97321,OR,Albany,110 10th Avenue SW,Albany,-123.102774,44.630464,ALY
26,Station Building (with waiting room),TRAIN,12010,NY,Amsterdam,466 West Main Street,"Amsterdam, NY",-74.2195,42.953719,AMS
27,Station Building (with waiting room),TRAIN,92806,CA,Anaheim,2626 East Katella Avenue,Anaheim,-117.877308,33.803803,ANA
30,Station Building (with waiting room),TRAIN,48104,MI,Ann Arbor,325 Depot Street,Ann Arbor,-83.743154,42.287692,ARB
32,Station Building (with waiting room),TRAIN,19003,PA,Ardmore,39 Station Avenue,Ardmore,-75.290399,40.008278,ARD
33,Station Building (with waiting room),TRAIN,71923,AR,Arkadelphia,798 South 5th Street,"Arkadelphia, AR",-93.053284,34.113919,ARK
34,Platform with Shelter,TRAIN,95603,CA,Auburn,277 Nevada Street,"Artesia, NM",-121.083187,38.903638,ARN
36,Platform with Shelter,TRAIN,23005,VA,Ashland,112 North Railroad Avenue,"Ashland, KY",-77.481304,37.759596,ASD
37,Station Building (with waiting room),TRAIN,L7T 4A8,ON,Aldershot,1199 Waterdown Road,"Astoria, OR",-79.855712,43.313413,AST
39,Station Building (with waiting room),TRAIN,30309,GA,Atlanta,"1688 Peachtree Street, NW",Atlanta Peachtree Station,-84.392477,33.799445,ATL
40,Station Building (with waiting room),TRAIN,36201,AL,Anniston,126 West 4th Street,"Atlanta, GA",-85.832145,33.649112,ATN
41,Platform with Shelter,TRAIN,8004,NJ,Atco,Cooper Road and Raritan Avenue,"Atlantic City, NJ",-74.907893,39.783504,ATO
43,Station Building (with waiting room),TRAIN,78703,TX,Austin,250 North Lamar Boulevard,Austin,-97.75694,30.269449,AUS
46,Station Building (with waiting room),TRAIN,21201,MD,Baltimore,1500 North Charles Street,Penn Station,-76.615688,39.307302,BAL
47,Station Building (with waiting room),TRAIN,49013,MI,Bangor,541 Railroad Street,"Baltimore, MD",-86.111646,42.314519,BAM
49,Platform with Shelter,TRAIN,92311,CA,Barstow,685 North First Avenue,Harvey House Rail Depot,-117.025435,34.90482,BAR
50,Station Building (with waiting room),TRAIN,91502,CA,Burbank,201 North Front Street,Downtown,-118.311829,34.178925,BBK
52,Station Building (with waiting room),TRAIN,2116,MA,Boston,145 Dartmouth Street,Back Bay Station,-71.075828,42.347317,BBY
54,Platform with Shelter,TRAIN,22015,VA,Burke,10399 Premier Court,"BCV, CA",-77.29879,38.797271,BCV
59,Station Building (with waiting room),TRAIN,98225,WA,Bellingham,401 Harris Avenue,Bellingham,-122.511255,48.720263,BEL
60,Platform with Shelter,TRAIN,85602,AZ,Benson,105 East 4th Street,"Bend, OR",-110.296904,31.968758,BEN
61,Platform with Shelter,TRAIN,6037,CT,Berlin,51 Depot Road,"Berkeley, CA",-72.765274,41.635595,BER
63,Station Building (with waiting room),TRAIN,93301,CA,Bakersfield,601 Truxtun Avenue,Bakersfield,-119.00821,35.37214,BFD
66,Station Building (with waiting room),TRAIN,14203,NY,Buffalo,75 Exchange Street,Exchange Street Station,-78.873748,42.878449,BFX
68,Station Building (with waiting room),TRAIN,35203,AL,Birmingham,1801 Morris Avenue,Birmingham,-86.807023,33.512937,BHM
74,Platform with Shelter,TRAIN,94710,CA,Berkeley,700 University Avenue,Berkeley,-122.300707,37.867254,BKY
75,Station Building (with waiting room),TRAIN,5101,VT,Bellows Falls,54 Depot Street,"Bluefield, WV",-72.444597,43.13654,BLF
79,Platform with Shelter,TRAIN,77704,TX,Beaumont,2555 West Cedar Street,"Blytheville, AR",-94.127367,30.076458,BMT
80,Station Building (with waiting room),TRAIN,27217,NC,Burlington,101 North Main Street,Burlington,-79.434531,36.094225,BNC
82,Station Building (with waiting room),TRAIN,6405,CT,Branford,39 Maple Street,"Bayonne, NJ",-72.817225,41.274549,BNF
83,Platform with Shelter,TRAIN,98605,WA,Bingen,Highway 14 and Walnut Street,Bangor,-121.46873,45.71502,BNG
85,Station Building (with waiting room),TRAIN,61761,IL,Normal,11 Uptown Circle,"Battle Creek, MI",-88.984306,40.50901,BNL
88,Station Building (with waiting room),TRAIN,2114,MA,Boston,135 Causeway Street,North Station,-71.061122,42.366235,BON
89,Station Building (with waiting room),TRAIN,2110,MA,Boston,2 South Station,South Station,-71.055304,42.352311,BOS
90,Station Building (with waiting room),TRAIN,5301,VT,Brattleboro,10 Vernon Road,Brattleboro,-72.556497,42.850849,BRA
92,Station Building (with waiting room),TRAIN,39601,MS,Brookhaven,440 North Railroad Avenue,Brookhaven,-90.44107,31.582961,BRH
94,Station Building (with waiting room),TRAIN,4011,ME,Brunswick,16 Station Avenue,Brunswick,-69.965541,43.911388,BRK
95,Station Building (with waiting room),TRAIN,52601,IA,Burlington,300 South Main Street,Burlington,-91.101951,40.805788,BRL
96,Platform with Shelter,TRAIN,59417,MT,Browning,Heart Butte Road and Depot Road,Boca Raton,-113.013151,48.534067,BRO
97,Station Building (with waiting room),TRAIN,6604,CT,Bridgeport,525 Water Street,Bridgeport,-73.187539,41.178006,BRP
99,Station Building (with waiting room),TRAIN,49017,MI,Battle Creek,119 McCamly Street South,Battle Creek,-85.187825,42.318453,BTL
100,Station Building (with waiting room),TRAIN,5401,VT,Burlington,1 Main Street,Union Station,-73.21927,44.4757,BTN
103,Station Building (with waiting room),TRAIN,14043,NY,Depew,55 Dick Road,Depew Station,-78.726584,42.907017,BUF
105,Platform with Shelter,TRAIN,91505,CA,Burbank,3750 Empire Avenue,Burbank,-118.353767,34.193072,BUR
109,Station Building (with waiting room),TRAIN,21240,MD,Baltimore,7 Amtrak Way,"Baltimore, MD",-76.6943,39.192362,BWI
110,Station Building (with waiting room),TRAIN,43506,OH,Bryan,Paige and Lynn Street,"Bayonne, NJ",-84.551799,41.480319,BYN
111,Station Building (with waiting room),TRAIN,29020,SC,Camden,1060 West Dekalb Street,Baltimore Camden Station,-80.62519,34.248157,CAM
116,Platform with Shelter,TRAIN,76031,TX,Cleburne,206 North Border Street,"Cobar, CA",-97.382333,32.349743,CBR
117,Station Building (with waiting room),TRAIN,53925,WI,Columbus,359 North Ludington Street,"Colorado Springs, CO",-89.012609,43.340611,CBS
121,Station Building (with waiting room),TRAIN,62901,IL,Carbondale,401 South Illinois Avenue,Carbondale,-89.216628,37.724235,CDL
124,Station Building (with waiting room),TRAIN,62801,IL,Centralia,110 South Oak St.,"Centralia, WA",-89.136118,38.527531,CEN
130,Station Building (with waiting room),TRAIN,60606,IL,Chicago,255 South Clinton Street,Union Station,-87.641015,41.878992,CHI
132,Station Building (with waiting room),TRAIN,61820,IL,Champaign,45 East University Avenue,Champaign-Urbana,-88.241366,40.115843,CHM
135,Station Building (with waiting room),TRAIN,29405,SC,North Charleston,4565 Gaynor Avenue,Charleston,-79.998048,32.875473,CHS
136,Station Building (with waiting room),TRAIN,25314,WV,Charleston,350 MacCorkle Avenue - Southeast,"Chico, CA",-81.638494,38.346368,CHW
137,Platform only (no shelter),TRAIN,95928,CA,Chico,450 Orange Street,Chico,-121.845861,39.723259,CIC
138,Station Building (with waiting room),TRAIN,45203,OH,Cincinnati,1301 Western Avenue,Union Terminal,-84.537061,39.109927,CIN
139,Platform with Shelter,TRAIN,3743,NH,Claremont,Plains Road and Maple Avenue,"Clarion, PA",-72.377644,43.36833,CLA
140,Station Building (with waiting room),TRAIN,29201,SC,Columbia,850 Pulaski Street,"Columbia, SC",-81.04049,33.994297,CLB
142,Station Building (with waiting room),TRAIN,44114,OH,Cleveland,200 Cleveland Memorial Shoreway,Clemson,-81.696172,41.505787,CLE
143,Station Building (with waiting room),TRAIN,24422,VA,Clifton Forge,307 East Ridgeway Street,"Clovis, NM",-79.827363,37.814521,CLF
145,Station Building (with waiting room),TRAIN,6413,CT,Clinton,10 John Street Extension,"Clinton, IA",-72.528314,41.279458,CLN
146,Station Building (with waiting room),TRAIN,22701,VA,Culpeper,111 South Commerce Street,"Clovis, CA",-77.993421,38.47236,CLP
148,Station Building (with waiting room),TRAIN,28206,NC,Charlotte,1914 North Tryon Street,Charlotte,-80.822812,35.241403,CLT
150,Platform only (no shelter),TRAIN,93010,CA,Camarillo,30 Lewis Road,"Camarillo, CA",-119.034114,34.215933,CML
151,Platform with Shelter,TRAIN,97731,OR,Chemult,Palmer/Kranz Street and Depot Street,"Como, MS",-121.781594,43.216784,CMO
153,Platform only (no shelter),TRAIN,93219,CA,Allensworth,4011 Grant Drive,"Canon City, CO",-119.385865,35.864338,CNL
154,Station Building (with waiting room),TRAIN,5735,VT,Castleton,266 Main Street,"Connellsville, PA",-73.171337,43.613382,CNV
155,Station Building (with waiting room),TRAIN,93212,CA,Corcoran,1099 Otis Avenue,"Corcoran, CA",-119.55705,36.098516,COC
156,Platform with Shelter,TRAIN,47331,IN,Connersville,1012 Eastern Avenue,"Coos Bay, OR",-85.13338,39.645969,COI
158,Platform with Shelter,TRAIN,19320,PA,Coatesville,Third Avenue and Fleetwood Street,"Cottonwood, AZ",-75.820929,39.985688,COT
159,Platform with Shelter,TRAIN,15425,PA,Connellsville,North Water Street & West Peach Street,Connersville,-79.592813,40.020282,COV
160,Station Building (with waiting room),TRAIN,95713,CA,Colfax,99 Railroad Street,"Colfax, CA",-120.953075,39.099172,COX
162,Platform with Shelter,TRAIN,93013,CA,Carpinteria,475 Linden Avenue,"Copeland, KS",-119.522975,34.39678,CPN
164,Platform with Shelter,TRAIN,47933,IN,Crawfordsville,400 North Green Street,Cranford,-86.899187,40.044705,CRF
165,Station Building (with waiting room),TRAIN,8002,NJ,Cherry Hill,Cornell Avenue & West Marlton Pike,"Corvallis, OR",-75.041824,39.928946,CRH
168,Station Building (with waiting room),TRAIN,50801,IA,Creston,116 West Adams Street,Croton-Harmon,-94.361617,41.05692,CRN
169,Station Building (with waiting room),TRAIN,10520,NY,Croton-on-Hudson,4 Veteran's Plaza and 1 Croton Point Avenue,"Cartersville, GA",-73.882394,41.189903,CRT
170,Station Building (with waiting room),TRAIN,62626,IL,Carlinville,128 Alton Road,Crawfordsville,-89.889276,39.279295,CRV
171,Station Building (with waiting room),TRAIN,29631,SC,Clemson,1105 Tiger Boulevard,"Casper, WY",-82.832501,34.691115,CSN
173,Station Building (with waiting room),TRAIN,98531,WA,Centralia,210 Railroad Avenue,Centralia,-122.953062,46.71747,CTL
177,Station Building (with waiting room),TRAIN,21502,MD,Cumberland,201 East Harrison Street,Amtrak Station,-78.758,39.650628,CUM
178,Station Building (with waiting room),TRAIN,59427,MT,Cut Bank,101 BNSF Industrial Site,"Cut Bank, MT",-112.331584,48.638364,CUT
183,Station Building (with waiting room),TRAIN,22903,VA,Charlottesville,810 West Main Street,Corvallis,-78.491684,38.031484,CVS
185,Platform with Shelter,TRAIN,19020,PA,Cornwells Heights,700 Station Avenue,"Creswell, OR",-74.952187,40.071663,CWH
186,Platform with Shelter,TRAIN,91311,CA,Chatsworth,10040 Old Depot Plaza Road,"Culpeper, VA",-118.599417,34.253205,CWT
187,Station Building (with waiting room),TRAIN,27513,NC,Cary,211 North Academy Street,Cary,-78.782246,35.788294,CYN
189,Station Building (with waiting room),TRAIN,75202,TX,Dallas,400 South Houston Street,Eddie Bernice Johnson Union Sta,-96.807235,32.776094,DAL
191,Station Building (with waiting room),TRAIN,24541,VA,Danville,677 Craghead Street,"Danville, VA",-79.383968,36.58409,DAN
193,Station Building (with waiting room),TRAIN,95616,CA,Davis,840 Second Street,Davis,-121.737707,38.543562,DAV
198,Station Building (with waiting room),TRAIN,67801,KS,Dodge City,201 East Wyatt Earp Boulevard,Dodge City,-100.016961,37.752306,DDG
199,Platform only (no shelter),TRAIN,88030,NM,Deming,400 East Railroad Avenue,"Deming, NM",-107.754346,32.27177,DEM
200,Station Building (with waiting room),TRAIN,80202,CO,Denver,1701 Wynkoop Street,Denver Union Station,-104.999929,39.752959,DEN
201,Station Building (with waiting room),TRAIN,48124,MI,Dearborn,21201 Michigan Avenue,Dearborn,-83.235311,42.307167,DER
202,Station Building (with waiting room),TRAIN,48202,MI,Detroit,11 West Baltimore Avenue,Detroit,-83.072397,42.368097,DET
203,Station Building (with waiting room),TRAIN,33442,FL,Deerfield Beach,1300 West Hillsboro Boulevard,"Deerfield Beach, FL",-80.122147,26.317069,DFB
205,Station Building (with waiting room),TRAIN,3824,NH,Durham,3 Depot Road,University of New Hampshire,-70.936013,43.139328,DHM
206,Station Building (with waiting room),TRAIN,29536,SC,Dillon,100 North Railroad Avenue,"Dillsboro, NC",-79.372301,34.417647,DIL
208,Platform with Shelter,TRAIN,33444,FL,Delray Beach,345 South Congress Avenue,Delray Beach,-80.091154,26.454021,DLB
209,Station Building (with waiting room),TRAIN,32720,FL,DeLand,2491 Old New York Avenue,"Dundee, IL",-81.352477,29.017849,DLD
210,Station Building (with waiting room),TRAIN,56501,MN,Detroit Lakes,116 Pioneer Street,Detroit Lakes,-95.845998,46.819692,DLK
212,Station Building (with waiting room),TRAIN,27701,NC,Durham,601 West Main Street,"Duncan, OK",-78.906299,35.997347,DNC
213,Station Building (with waiting room),TRAIN,29042,SC,Denmark,200 West Baruch Street,"Dunsmuir, CA",-81.143635,33.326184,DNK
214,Station Building (with waiting room),TRAIN,49047,MI,Dowagiac,200 Depot Drive,"Dothan, AL",-86.109041,41.980941,DOA
215,Station Building (with waiting room),TRAIN,3820,NH,Dover,33 Chestnut Street,Dover,-70.878361,43.197968,DOV
216,Platform with Shelter,TRAIN,19335,PA,Downingtown,159 Viaduct Avenue,Downingtown,-75.710775,40.002193,DOW
218,Station Building (with waiting room),TRAIN,62832,IL,Du Quoin,20 North Chestnut Street,"Durant, OK",-89.240254,38.012328,DQN
219,Station Building (with waiting room),TRAIN,48429,MI,Durand,200 South Railroad Street,"Durant, OK",-83.98232,42.909495,DRD
220,Platform only (no shelter),TRAIN,78840,TX,Del Rio,100 North Main Street,"Del Rio, TX",-100.902662,29.362202,DRT
223,Station Building (with waiting room),TRAIN,96025,CA,Dunsmuir,5750 Sacramento Avenue,"Duncan, OK",-122.270587,41.211127,DUN
226,Station Building (with waiting room),TRAIN,58301,ND,Devils Lake,Railroad Avenue and Third Street,"Deville, LA",-98.861372,48.110468,DVL
228,Station Building (with waiting room),TRAIN,60420,IL,Dwight,401 South Columbia Street,Dwight,-88.430707,41.089854,DWT
230,Platform with Shelter,TRAIN,46311,IN,Dyer,913 Sheffield Avenue,"Dyersburg, TN",-87.518076,41.515413,DYE
232,Station Building (with waiting room),TRAIN,98020,WA,Edmonds,211 Railroad Avenue,Edmonds,-122.384141,47.811081,EDM
233,Station Building (with waiting room),TRAIN,62401,IL,Effingham,401 West National Avenue,"Easton, MD",-88.54711,39.117059,EFG
234,Platform with Shelter,TRAIN,8215,NJ,Egg Harbor City,South Philadelphia Avenue & Atlantic Avenue,"Eugene, OR",-74.64802,39.526494,EGH
237,Station Building (with waiting room),TRAIN,46515,IN,Elkhart,131 Tyler Avenue,"Elk Horn, KY",-85.971848,41.680748,EKH
239,Platform with Shelter,TRAIN,89801,NV,Elko,1300 Water Street (Train 5),Elko,-115.75053,40.836483,ELK
240,Station Building (with waiting room),TRAIN,79901,TX,El Paso,700 West San Francisco Avenue,Union Depot,-106.495644,31.757346,ELP
242,Station Building (with waiting room),TRAIN,17022,PA,Elizabethtown,50 South Wilson Avenue ,Elizabethtown,-76.612234,40.147028,ELT
243,Platform only (no shelter),TRAIN,44035,OH,Elyria,410 East River Road,"Ely, NV",-82.096685,41.370033,ELY
245,Station Building (with waiting room),TRAIN,94608,CA,Emeryville,5885 Horton Street,"Emeryville, CA",-122.291615,37.840474,EMY
246,Platform with Shelter,TRAIN,98823,WA,Ephrata,90 Alder Street NW,"Ephrata, WA",-119.549267,47.320948,EPH
248,Station Building (with waiting room),TRAIN,16501,PA,Erie,125 West 14th Street,Erie,-80.082444,42.120847,ERI
250,Platform only (no shelter),TRAIN,59916,MT,Essex,290 Izaak Walton Inn Road,"East Stroudsburg, PA",-113.610942,48.275543,ESM
252,Station Building (with waiting room),TRAIN,5452,VT,Essex Junction,29 Railroad Avenue,Amtrak Station,-73.110277,44.492466,ESX
255,Station Building (with waiting room),TRAIN,97401,OR,Eugene,433 Willamette Street,Eugene,-123.092361,44.055043,EUG
259,Station Building (with waiting room),TRAIN,98201,WA,Everett,3201 Smith Avenue,Everett,-122.197858,47.975401,EVR
261,Station Building (with waiting room),TRAIN,7114,NJ,Newark,3 Brewster Road,Liberty International Airport,-74.18229,40.696618,EWR
262,Platform with Shelter,TRAIN,3833,NH,Exeter,60 Lincoln Street,Exeter,-70.9587,42.98102,EXR
263,Station Building (with waiting room),TRAIN,19341,PA,Exton,445 Walkertown Road,Exton,-75.621713,40.019291,EXT
264,Platform only (no shelter),TRAIN,4105,ME,Falmouth,Muirfield Road at Railroad Crossing,Falmouth Country Club,-70.259479,43.769588,FAL
265,Station Building (with waiting room),TRAIN,58102,ND,Fargo,420 4th Street North,Fargo,-96.785372,46.880982,FAR
267,Station Building (with waiting room),TRAIN,28301,NC,Fayetteville,472 Hay Street,Fayetteville,-78.884788,35.054993,FAY
268,Platform with Shelter,TRAIN,22401,VA,Fredericksburg,425 Princess Anne Street,"Fredericksburg, VA",-77.457707,38.29808,FBG
271,Platform only (no shelter),TRAIN,12828,NY,Fort Edward,70 East Street,Fort Edward,-73.58055,43.269603,FED
272,Station Building (with waiting room),TRAIN,94533,CA,Fairfield,4921 Vanden Road,"Fort Fairfield, ME",-121.967926,38.285626,FFV
276,Station Building (with waiting room),TRAIN,86001,AZ,Flagstaff,1 East Route 66,Flagstaff,-111.648871,35.197374,FLG
277,Station Building (with waiting room),TRAIN,48503,MI,Flint,1407 South Dort Highway,Flint,-83.651728,43.015425,FLN
278,Station Building (with waiting room),TRAIN,29506,SC,Florence,805 East Day Street,Florence,-79.757056,34.199157,FLO
279,Station Building (with waiting room),TRAIN,52627,IA,Fort Madison,810 10th Street ,Historic Santa Fe Station,-91.313529,40.629558,FMD
280,Station Building (with waiting room),TRAIN,80701,CO,Fort Morgan,South Ensign Street and Main Street,"Farmington, MO",-103.802818,40.247169,FMG
281,Station Building (with waiting room),TRAIN,94536,CA,Fremont,37260 Fremont Boulevard,Amtrak/ACE Station,-122.007496,37.559093,FMT
282,Station Building (with waiting room),TRAIN,93721,CA,Fresno,2650 Tulare Street,Fresno,-119.782926,36.738457,FNO
283,Platform with Shelter,TRAIN,1702,MA,Framingham,417 Waverly Street,Framingham,-71.420033,42.275993,FRA
285,Station Building (with waiting room),TRAIN,4032,ME,Freeport,23 Depot Road,Freeport,-70.102358,43.855035,FRE
293,Platform with Shelter,TRAIN,12883,NY,Ticonderoga,NYS Hwy 74 and Sandy Redoubt,Fort Collins,-73.389681,43.853788,FTC
294,Station Building (with waiting room),TRAIN,33312,FL,Fort Lauderdale,200 Southwest 21st Terrace,"Fort Lauderdale, FL",-80.17,26.119256,FTL
296,Station Building (with waiting room),TRAIN,42041,KY,Fulton,21 Newton Road,"Fort Collins, CO",-88.888772,36.525704,FTN
297,Station Building (with waiting room),TRAIN,76102,TX,Fort Worth,1001 Jones Street,Central Station,-97.326673,32.752563,FTW
298,Station Building (with waiting room),TRAIN,92832,CA,Fullerton,120 East Santa Fe Avenue,Fullerton,-117.922849,33.868969,FUL
299,Platform only (no shelter),TRAIN,95054,CA,Santa Clara,5099 Stars and Stripes Drive,Great America,-121.967003,37.406778,GAC
300,Station Building (with waiting room),TRAIN,28054,NC,Gastonia,350 Hancock Street,Gastonia,-81.162366,35.269186,GAS
301,Station Building (with waiting room),TRAIN,61401,IL,Galesburg,225 South Seminary Street,"Glasgow, MT",-90.364106,40.944678,GBB
306,Station Building (with waiting room),TRAIN,67846,KS,Garden City,100 North 7th Street,Garden City,-100.873256,37.964365,GCK
307,Station Building (with waiting room),TRAIN,86023,AZ,Grand Canyon Village,2 North Village Loop,Grand Canyon Railway Depot,-112.136845,36.056867,GCN
308,Platform with Shelter,TRAIN,91204,CA,Glendale,400 West Cerritos Avenue,"Garden City, KS",-118.258868,34.123706,GDL
310,Station Building (with waiting room),TRAIN,1301,MA,Greenfield,12 Olive Street,Greenfield,-72.600765,42.585458,GFD
311,Station Building (with waiting room),TRAIN,58201,ND,Grand Forks,5555 DeMers Avenue,"Grand Forks, ND",-97.110835,47.917522,GFK
312,Station Building (with waiting room),TRAIN,59230,MT,Glasgow,424 1st  Avenue South,Glasgow,-106.636188,48.194854,GGW
316,Station Building (with waiting room),TRAIN,81501,CO,Grand Junction,339 South 1st Street,Grand Junction,-108.569929,39.064375,GJT
317,Station Building (with waiting room),TRAIN,76240,TX,Gainesville,605 East California Street,"Glen Ellyn, IL",-97.140896,33.625159,GLE
318,Platform with Shelter,TRAIN,60938,IL,Gilman,800 US Highway 24 West,"Glenwood Springs, CO",-87.998055,40.752547,GLM
319,Station Building (with waiting room),TRAIN,60025,IL,Glenview,1116 Depot Street,"Galesburg, IL",-87.805562,42.075038,GLN
320,Platform only (no shelter),TRAIN,87301,NM,Gallup,201 East Highway 66,Gallup,-108.740548,35.529176,GLP
323,Platform with Shelter,TRAIN,L3M 3H6,ON,Grimsby,99 Ontario Street,"Germantown, MD",-79.557945,43.195949,GMS
324,Platform with Shelter,TRAIN,15601,PA,Greensburg,Harrison Avenue and Seton Hill Drive,Amtrak Station,-79.546893,40.304986,GNB
327,Station Building (with waiting room),TRAIN,30501,GA,Gainesville,116 Industrial Boulevard,"Geneva, NY",-83.819694,34.288897,GNS
330,Station Building (with waiting room),TRAIN,59434,MT,East Glacier Park,400 Highway 49 North,"Glasgow, MT",-113.219523,48.442333,GPK
331,Station Building (with waiting room),TRAIN,80446,CO,Granby,438 Railroad Avenue,"Grand Rapids, MI",-105.935503,40.084188,GRA
335,Platform with Shelter,TRAIN,84525,UT,Green River,250 South Broadway,"Grand Island, NE",-110.165228,38.992039,GRI
338,Station Building (with waiting room),TRAIN,27401,NC,Greensboro,236 East Washington Street,Greensboro,-79.78708,36.069797,GRO
339,Station Building (with waiting room),TRAIN,49503,MI,Grand Rapids,440 Century Avenue SW,Grand Rapids,-85.672447,42.955788,GRR
340,Station Building (with waiting room),TRAIN,29601,SC,Greenville,1120 West Washington Street,Greenville,-82.413486,34.858256,GRV
342,Station Building (with waiting room),TRAIN,81601,CO,Glenwood Springs,413 7th Street,Glenwood Springs,-107.323218,39.547903,GSC
344,Platform with Shelter,TRAIN,93117,CA,Goleta,25 South La Patera Lane,"Grafton, WV",-119.843092,34.437729,GTA
347,Station Building (with waiting room),TRAIN,93434,CA,Guadalupe,330 Guadalupe Street,"Guanajuato, Mexico",-120.57341,34.962927,GUA
348,Station Building (with waiting room),TRAIN,6437,CT,Guilford,325 Old Whitfield Street,"Guin, AL",-72.673513,41.275603,GUI
350,Platform with Shelter,TRAIN,93433,CA,Grover Beach,180 West Grand Avenue,"Glenview, IL",-120.629266,35.12126,GVB
353,Station Building (with waiting room),TRAIN,38930,MS,Greenwood,Carrollton Avenue and East Gibson Street,"Greenville, MS",-90.176454,33.517159,GWD
357,Station Building (with waiting room),TRAIN,28345,NC,Hamlet,2 Main Street,Hammond,-79.699218,34.883663,HAM
358,Station Building (with waiting room),TRAIN,17101,PA,Harrisburg,4th and Chestnut Streets,Harrisburg Transportation Center,-76.878256,40.26205,HAR
359,Station Building (with waiting room),TRAIN,68901,NE,Hastings,501 West First Street,Hastings,-98.387534,40.584276,HAS
360,Station Building (with waiting room),TRAIN,59501,MT,Havre,235 Main Street,Havre,-109.678352,48.554465,HAV
361,Platform with Shelter,TRAIN,94541,CA,Hayward,22555 Meekland Avenue,"Hay Springs, NE",-122.099277,37.665997,HAY
362,Platform with Shelter,TRAIN,39083,MS,Hazlehurst,North Ragsdale Avenue and East Conway Street,"Hazleton, PA",-90.394347,31.86132,HAZ
363,Station Building (with waiting room),TRAIN,39401,MS,Hattiesburg,308 Newman Street,Hattiesburg,-89.286463,31.326921,HBG
365,Station Building (with waiting room),TRAIN,65041,MO,Hermann,301 Wharf Street,"Hempstead, NY",-91.432558,38.707283,HEM
366,Station Building (with waiting room),TRAIN,84526,UT,Helper,1 Depot Street,"Hereford, TX",-110.853894,39.684036,HER
367,Station Building (with waiting room),TRAIN,6103,CT,Hartford,One Union Place,Hartford Union Station,-72.681314,41.768761,HFD
368,Platform with Shelter,TRAIN,25425,WV,Harpers Ferry,Potomac Street & Shenandoah Street,"Harpers Ferry, WV",-77.731078,39.324452,HFY
369,Station Building (with waiting room),TRAIN,16652,PA,Huntingdon,Fourth and Allegheny Streets,Huntingdon,-78.01178,40.483665,HGD
373,Platform with Shelter,TRAIN,1832,MA,Haverhill,Washington Street at Railroad Square,"Hastings, NE",-71.086375,42.773297,HHL
374,Station Building (with waiting room),TRAIN,25951,WV,Hinton,100 Second Avenue,"Hinton, WV",-80.892232,37.675037,HIN
378,Platform only (no shelter),TRAIN,68949,NE,Holdrege,200 East Avenue,Holdrege,-99.370077,40.436013,HLD
379,Platform with Shelter,TRAIN,1041,MA,Holyoke,74 Main Street,"Hilliard, FL",-72.602309,42.204156,HLK
380,Station Building (with waiting room),TRAIN,70401,LA,Hammond,404 N.W. Railroad Avenue,"Hammond, IN",-90.462169,30.50718,HMD
381,Station Building (with waiting room),TRAIN,46320,IN,Hammond,1135 North Calumet Avenue,"Hattiesburg, MS",-87.506511,41.691155,HMI
382,Station Building (with waiting room),TRAIN,60430,IL,Homewood,18015 Park Avenue,Homewood,-87.668685,41.562446,HMW
383,Station Building (with waiting room),TRAIN,93230,CA,Hanford,200 Santa Fe Avenue #A,Hanford,-119.651816,36.326078,HNF
386,Station Building (with waiting room),TRAIN,33021,FL,Hollywood,3001 Hollywood Boulevard,Hollywood,-80.167884,26.011641,HOL
